program_name,q,a
신혼부부 임차보증금 이자지원 사업,심사는 며칠이나 걸리나요?,"신청일로부터 결과통보는 근무일 기준 3일 내외가 소요됩니다. 서류 미비 시 승인거부되며, 승인거부 되더라도 마이페이지에서 서류를 보완할 수 있습니다.
단, 근무일 기준 하루 심사 건은 40건 내외로 신청이 많을 경우 결과 통보가 지연될 수 있습니다."
신혼부부 임차보증금 이자지원 사업,지급은 언제 되나요?,"신청 승인이 이루어진 후, 승인완료일 기준 익월(다음 달) 20일에 신청하신 계좌로 지급이 됩니다. 단, 20일이 휴일이나 공휴일일 경우, 휴일의 그 다음 근무일에 지급됩니다."
신혼부부 임차보증금 이자지원 사업,입금을 다른 사람의 통장으로 신청할 수 있나요?,"신청자 본인 명의의 통장으로만 입금처리 됩니다.
또한 보증료 지원 신청자는 대출자와 동일하여야 합니다."
신혼부부 임차보증금 이자지원 사업,주민등록상 “세대주”가 아닌 자를 “세대주”로 인정하는 경우,"[세대주와 동일세대를 이루고 있는 세대원 중 다음 어느 하나에 해당하는 자]
① 배우자
② 직계존비속 및 그의 배우자
③ 세대주 및 배우자의 형제자매
④ 배우자의 직계존비속 및 그의 배우자
⑤ 보증신청일로부터 6개월 이내에 결혼하기로 예정된 자
※ 참고 : 세대주 인정범위(예시)"
,,
2025년 서울시 청년월세지원사업,Q1. 연령(19~39세)은 주민등록상 생일 기준인가요? 출생연도 기준인가요?,"○ 주민등록 상의 출생연도 기준입니다.
○ 주민등록 상 1985. 1. 1.~2006.12.31. 신청 가능합니다."
2025년 서울시 청년월세지원사업,Q2. 임대차계약서상 건물 소재지에 언제부터 주민등록이 되어 있어야 하나요?,"○ 신청 당시에 임대차계약서상 건물 소재지에 주민등록이 등재되어 있어야 합니다.
○ 지원 대상으로 선정된 이후 서울시 내에서 월세로 이사를 하고 전입신고 및 임대차계약 변경신청을 하면 계속해서 지원을 받을 수 있습니다. 다만, 중지 사유가 발생하는 경우는 지원이 불가하므로 ‘지원중지' 신청을 해야 합니다."
2025년 서울시 청년월세지원사업,"Q3. 실제 거주는 서울, 주민등록은 경기도로 되어있습니다. 청년 월세 지원 받을 수 있나요?","○ 지원받을 수 없습니다. 주민등록상 주소지와 실거주지가 모두 서울시이고, 임대차계약서 기준 임차주택 소재지와 주민등록상 주소지가 동일해야 지원이 가능합니다."
2025년 서울시 청년월세지원사업,"Q4. 주민등록상 주소지는 서울인데, 실 거주지는 타 시도입니다. 청년 월세 지원 신청 가능한가요?","○ 지원받을 수 없습니다. 주민등록상 주소지와 실거주지가 모두 서울시이고, 임대차계약서 기준 임차주택 소재지와 주민등록상 주소지가 동일해야 지원이 가능합니다."
2025년 서울시 청년월세지원사업,Q5. 주민등록 말소자입니다. 신청이 가능한가요?,○ 주민등록 말소자는 신청 불가합니다.
2025년 서울시 청년월세지원사업,Q6. 청년 1인 가구 기준은 무엇인가요?,"○ 신청인의 주민등록 기준입니다. 주민등록상 신청인 혼자만 있는 경우 청년 1인 가구입니다.
○ 다만, 청년(19세~39세)인 형제자매와 동거인이 있는 경우에도 신청 가능합니다."
2025년 서울시 청년월세지원사업,Q7. 본인 외의 다른 사람이 신청할 수 있나요?,○ 임차인인 본인 외 다른 사람은 신청하실 수 없습니다. 임대차계약서상 임차인이 ‘서울주거포털'에서 직접 온라인 신청하여야 합니다.
2025년 서울시 청년월세지원사업,Q8. 외국인도 신청할 수 있나요?,"○ 청년월세 지원대상은 서울시에 주민등록이 되어있고, 실제 서울시에 거주하고 있는 청년이 대상으로, 현재 외국인은 신청할 수 없습니다."
2025년 서울시 청년월세지원사업,Q9. 다른 월세지원 사업을 중복으로 신청할 수 있나요?,"○ 중복신청 불가능합니다.
○ 국토교통부 청년월세 한시 특별지원, 은평형 청년월세지원, 서울시 청년월세지원 사업 등 다른 월세 지원금을 동시에 지원받고 있으면 신청이 불가능합니다."
2025년 서울시 청년월세지원사업,"Q10. 한번 월세 지원을 받은 경우, 다음번에도 지원이 가능한가요?","○ 서울시 청년월세지원 사업은 생애 1회 지원 제한이 있어, 과거에 신청인 본인의 서울시 청년월세지원을 받은 이력이 있으면 신청하는 것이 불가능합니다."
2025년 서울시 청년월세지원사업,Q11. 올해 신청 자격·요건을 충족하지 못해 탈락했는데 내년에 신청 할 수 있나요?,○ 신청 가능합니다. 신청 자격·요건이 다소 변경될 수도 있으니 내년도 공고문을 확인하시기 바랍니다.
2025년 서울시 청년월세지원사업,"Q12. 같은 주소지에서 가구가 분리되어 있고, 공동으로 임대차 계약을 체결했는데 각각 신청 가능 한가요?",○ 주민등록상 각각 분리되어 청년 1인 가구인 경우에도 공동으로 임대차계약을 체결하였다면 한 사람만 신청 가능합니다. 협의하여 한 분이 먼저 신청하시고 다른 분은 추후 신규 사업 모집 기간에 신청하셔야 합니다.
2025년 서울시 청년월세지원사업,"Q13. 친구와 둘이 한 집에 사는데 한 사람은 세대주, 한사람은 동거인인 경우 둘 다 신청이 가능한가요?","○ 주민등록상 동거인이 청년(19세~39세)인 경우는 임대차 계약서상 임차인 명의자 1인에 한해 신청이 가능합니다.
○ 다만, 셰어하우스(공유주택) 등 임대사업자와 개별 임대차 계약을 체결한 경우에는 주민등록상 동거인도 동시에 신청이 가능합니다."
2025년 서울시 청년월세지원사업,Q14. 임대차계약자(임차인)가 신청인이 아닌 다른 사람이어도 신청 가능한가요?,"○ 임대차계약서 기준 임차인과 신청인은 동일해야 합니다. 임차인이 부모, 형제 등 타인인 경우 신청 불가합니다."
2025년 서울시 청년월세지원사업,Q15. 청년월세지원 신청 기간 중에 월세계약 예정인데 신청이 가능한가요?,"○ 신청일 기준이므로 신청기간 종료일 6월 24일 18:00 이내로 임대차계약서 작성, 전입신고가 되어 있으면 신청이 가능 합니다.
○ 다만, 계약서 작성일은 6월 24일 이전이나 계약서상 입주일, 잔금지급일, 전입신고 등이 6월 24일이 지난 후로 작성되어 있을 경우는 선정제외 대상이니 유의하시기 바랍니다."
2025년 서울시 청년월세지원사업,"Q16. 신청인 정보 등록에서 주민번호를 입력하고 주민번호 확인 시, 기초생활수급자라고 뜨는데, 저는 기초생활수급을 받고 있지 않아요. 어떻게 하나요?",○ 기초생활수급자 여부는 주민 등록된 동주민센터에서 결정 및 전산 등록을 합니다. 청년월세지원 시스템에서는 주민 번호가 행정안전부 기초생활수급자 데이터 시스템에 자동 연동되어 기초생활수급자 여부가 조회되는 것입니다. 따라서 기초생활수급자 여부 관련하여 해당(주소지) 동주민 센터에 문의 및 확인 바랍니다.
2025년 서울시 청년월세지원사업,"Q17. 청년 월세 지원 신청과 관련하여 소식을 받고 싶은데, 방법이 어떻게 될까요?(이메일, 문자 등)","○ 청년 월세 지원 신청과 관련한 정보는 서울주거포털 (https://housing.seoul.go.kr)에서 확인 가능합니다.
○ 청년 월세 지원 사업과 관련하여 문자 알림 서비스는 없으며, 메일 알림 방법은 다음과 같습니다.
서울시 홈페이지(https://www.seoul.go.kr/main/index.jsp)에 로그인 후 ‘나의 서울 - 회원정보 변경 - 본인확인 진행 - 부가 서비스'에서 ‘행사강좌 등 정보'에 ‘청년월세신청안내'를 체크하시면 신청기간이 도래하였을 때 메일을 받아보실 수 있습니다. 하지만 메일 송수신 환경에 따라 메일이 수신 되지 않을 수 있어 메일 알림 서비스는 참고로만 활용하시고 서울주거포털 홈페이지에서 모집 공고를 수시로 직접 확인하셔야 모집 기간을 놓치지 않으실 수 있습니다."
2025년 서울시 청년월세지원사업,Q18. 온라인 외에 오프라인으로도 신청이 가능한가요?,"○ 서울시 청년 월세 지원은 서울주거포털 (https://housing.seoul.go.kr) '청년월세지원’란에서 온라인으로만 신청 가능합니다.
방문이나 우편 접수 등 오프라인 신청은 불가합니다."
2025년 서울시 청년월세지원사업,"Q19. 신청 도중 컴퓨터나 모바일에서 오류가 나는 경우, 어떻게 해야 되나요?","○ 신청 도중 컴퓨터나 모바일에서 오류가 나는 경우 아래와 같이 캐시 삭제를 한 뒤 다시 신청하여 주시기 바랍니다.
< PC 브라우저 캐시 데이터를 삭제하는 방법 >
1) Chrome (크롬)
① 도구(...) > 인터넷 사용 기록 삭제 (단축키:Ctrl+Shift+Del)
② 고급 탭 선택 후 기간을 전체기간 선택 후 ‘인터넷 사용기록’삭제를 체크하여 데이터 삭제
③ 브라우저를 닫은 후 다시 브라우저를 띄운 후 신청
2) Edge (엣지)
① 도구(...) > 설정
② 개인 정보, 검색 및 서비스 > 검색 데이터 지금 지우기 ""지울 항목 선택"" 클릭
③ 시간 범위는 모든 시간 선택 후 지금 지우기 버튼 클릭
④ 브라우저를 닫은 후 다시 브라우저를 띄운 후 신청
3) Safari (MAC)
① 왼쪽 상단의 Safari > 설정
② 설정 > 고급 > 하단의 ""메뉴 막대에서 개발자용 메뉴 보기"" 체크
③ 메뉴표시줄의 개발자용 > 캐시 비우기
④ 브라우저를 닫은 후 다시 브라우저를 띄운 후 신청
< 모바일 브라우저 캐시 데이터를 삭제하는 방법 >
1) 안드로이드 크롬
① 우측상단 메뉴( ... ) 버튼을 눌러 설정 메뉴로 진입
② 설정 메뉴 중 인터넷 사용 기록 삭제를 클릭
③ 기간을 전체기간으로 선택 후 데이터 삭제 버튼을 눌러 캐시 삭제
④ 브라우저를 닫은 후 다시 브라우저를 띄운 후 신청
2) iPhone (Safari)
① iPhone에서 설정 앱을 열고 상단 검색창에서 Safari를 검색 또는 하단 앱> Safari 클릭
② 하단으로 스크롤하여 '방문 기록 및 웹 사이트 데이터 지우기'를 클릭
③ 방문 기록 데이터 지우기를 클릭하여 확인을 진행
④ 브라우저를 닫은 후 다시 브라우저를 띄운 후 신청"
2025년 서울시 청년월세지원사업,Q20. 서울 청년월세지원 사업 공고는 어디에서 확인할 수 있나요?,"○ 서울주거포털(https://housing.seoul.go.kr) → [청년·신혼부부 지원]-[청년월세지원]
○ 청년몽땅정보통(https://youth.seoul.go.kr) → [주거] [주거비 지원] - [청년월세지원]에서 확인 가능합니다.
※ 사업 신청에 대한 상세내용은 [공고문]을 통해 확인 가능"
